,Unnamed: 0,clip_name,clip_relative_path,clip_output_path,export_status,part_index,part_count,observation_id,group_name,phase,day,pen,obs_date_raw,subject,modifiers,interval_start_obs_sec,interval_end_obs_sec,part_start_obs_sec,part_end_obs_sec,source_video_path,source_video_basename,source_segment_obs_start_sec,source_segment_obs_end_sec,clip_start_in_source_sec,clip_end_in_source_sec,labelled_clip_relative_path
107,147,CS_0140_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2062_2238.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0140_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2062_2238.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0140_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2062_2238.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2062.84,2238.241,2062.84,2238.241,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2062.84,2238.241,Pen 2 - Group 2/PREWEANING/Day 1/0140.zip
108,148,CS_0141_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2241_2331.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0141_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2241_2331.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0141_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2241_2331.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2241.092,2331.466,2241.092,2331.466,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2241.092,2331.466,Pen 2 - Group 2/PREWEANING/Day 1/0141.zip
109,149,CS_0142_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2337_2368.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0142_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2337_2368.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0142_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2337_2368.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2337.186,2368.141,2337.186,2368.141,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2337.186,2368.141,Pen 2 - Group 2/PREWEANING/Day 1/0142.zip
110,150,CS_0143_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2370_2376.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0143_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2370_2376.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0143_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2370_2376.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2370.681,2376.774,2370.681,2376.774,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2370.681,2376.774,Pen 2 - Group 2/PREWEANING/Day 1/0143.zip
111,151,CS_0144_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2413_2433.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0144_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2413_2433.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0144_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2413_2433.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2413.665,2433.631,2413.665,2433.631,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2413.665,2433.631,Pen 2 - Group 2/PREWEANING/Day 1/0144.zip
112,152,CS_0145_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2542_2572.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0145_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2542_2572.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0145_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2542_2572.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2542.218,2572.921,2542.218,2572.921,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2542.218,2572.921,Pen 2 - Group 2/PREWEANING/Day 1/0145.zip
113,153,CS_0146_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2646_2669.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0146_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2646_2669.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0146_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2646_2669.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2646.732,2669.542,2646.732,2669.542,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2646.732,2669.542,Pen 2 - Group 2/PREWEANING/Day 1/0146.zip
114,154,CS_0147_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2687_2770.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0147_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2687_2770.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0147_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2687_2770.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2687.06,2770.99,2687.06,2770.99,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2687.06,2770.99,Pen 2 - Group 2/PREWEANING/Day 1/0147.zip
115,155,CS_0148_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2780_2783.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0148_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2780_2783.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0148_PREWEAN_d1_p2_cow8_13092025_ch02-20250913072508_2780_2783.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2780.246,2783.985,2780.246,2783.985,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913072508.mp4,ch02_20250913072508.mp4,0.0,2791.907667,2780.246,2783.985,Pen 2 - Group 2/PREWEANING/Day 1/0148.zip
116,156,CS_0149_PREWEAN_d1_p2_cow8_13092025_ch02-20250913081207_2815_2959.mp4,Pen 2 - Group 2\PREWEANING\Day 1\CS_0149_PREWEAN_d1_p2_cow8_13092025_ch02-20250913081207_2815_2959.mp4,E:\cross_sucking\Pen 2 - Group 2\PREWEANING\Day 1\CS_0149_PREWEAN_d1_p2_cow8_13092025_ch02-20250913081207_2815_2959.mp4,skipped_existing,1,1,Pen_2_PREWEAN_Day_1_13092025,Pen 2 - Group 2,PREWEAN,1,2,13092025,8,hay|1|None|lying down,2815.463,2959.548,2815.463,2959.548,G:\MONITORING CROSS SUCKING IN CALVES - KAPPEL - 2025\Pen 2 - Group 2\PREWEANING\Day 1\ch02_20250913081207.mp4,ch02_20250913081207.mp4,2791.907667,5582.136334,23.555333,167.640333,Pen 2 - Group 2/PREWEANING/Day 1/0149.zip
